Date : 2021-10-30 23:43:26
Directory : d:\workstation\OS_SelfMake\Assembler
Total : 2656 files,  220600 codes, 13290 comments, 25517 blanks, all 259407 lines

Languages
+---------------+------------+------------+------------+------------+------------+
| language      | files      | code       | comment    | blank      | total      |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\ipl10.nas             | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\keyboard.c            | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\make.bat              | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\memory.c              | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\mouse.c               | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\mtask.c               | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\naskfunc.nas          | nasm          |        184 |          2 |         26 |        212 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\sheet.c               | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day18\g_AdddirCommand\timer.c               | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\dsar.bat                      | Batch         |         19 |          0 |          4 |         23 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\esart5.bat                    | Batch         |         13 |          0 |          6 |         19 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\guigui00.h           | C++           |        476 |         18 |         93 |        587 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\stdlib.h             | C++           |         24 |          1 |         10 |         35 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\guigui00\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\haribote\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\osa_qemu\Makefile             | Makefile      |         17 |          0 |          5 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\osa_qemu\manual.bat           | Batch         |          9 |          0 |          0 |          9 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\qemu\Makefile                 | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\qemu\qemu-win.bat             | Batch         |          4 |          0 |          0 |          4 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\qemu_9x\Makefile              | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\errno.h                 | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\float.h                 | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\limits.h                | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\math.h                  | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\setjmp.h                | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\stdarg.h                | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\stddef.h                | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\stdio.h                 | C++           |         53 |          4 |         11 |         68 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\stdlib.h                | C++           |         29 |          1 |         11 |         41 |
| d:\workstation\OS_SelfMake\Assembler\day18\z_tools\win32\string.h                | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\!cons_9x.bat        | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\!cons_nt.bat        | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\Makefile            | Makefile      |         66 |          5 |         26 |         97 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\asmhead.nas         | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\bootpack.c          | C             |        659 |         20 |         25 |        704 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\bootpack.h          | C++           |        216 |         12 |         12 |        240 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\dsctbl.c            | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\fifo.c              | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\graphic.c           | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\int.c               | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\ipl10.nas           | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\keyboard.c          | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\make.bat            | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\memory.c            | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\mouse.c             | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\mtask.c             | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\naskfunc.nas        | nasm          |        184 |          2 |         26 |        212 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\sheet.c             | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day19\a_AddTypeCommmand\timer.c             | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\!cons_9x.bat             | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\!cons_nt.bat             | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\Makefile                 | Makefile      |         66 |          5 |         26 |         97 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\asmhead.nas              | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\bootpack.c               | C             |        687 |         20 |         25 |        732 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\bootpack.h               | C++           |        216 |         12 |         12 |        240 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\dsctbl.c                 | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\fifo.c                   | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\graphic.c                | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\int.c                    | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\ipl10.nas                | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\keyboard.c               | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\make.bat                 | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\memory.c                 | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\mouse.c                  | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\mtask.c                  | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\naskfunc.nas             | nasm          |        184 |          2 |         26 |        212 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\sheet.c                  | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day19\b_UpdateType\timer.c                  | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\!cons_9x.bat             | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\!cons_nt.bat             | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\Makefile                 | Makefile      |         66 |          5 |         26 |         97 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\asmhead.nas              | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\bootpack.c               | C             |        726 |         20 |         25 |        771 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\bootpack.h               | C++           |        216 |         12 |         12 |        240 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\console.c                | C             |          1 |          0 |          1 |          2 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\dsctbl.c                 | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\fifo.c                   | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\graphic.c                | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\int.c                    | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\ipl10.nas                | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\keyboard.c               | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\make.bat                 | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\memory.c                 | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\mouse.c                  | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\mtask.c                  | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\naskfunc.nas             | nasm          |        184 |          2 |         26 |        212 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\sheet.c                  | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day19\c_SupportFAT\timer.c                  | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\!cons_9x.bat   | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\!cons_nt.bat   | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\Makefile       | Makefile      |         67 |          5 |         26 |         98 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\asmhead.nas    | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\bootpack.c     | C             |        311 |         12 |         14 |        337 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\bootpack.h     | C++           |        231 |         15 |         17 |        263 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\console.c      | C             |        291 |          8 |          8 |        307 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\dsctbl.c       | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\fifo.c         | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\file.c         | C             |         35 |          0 |          2 |         37 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\graphic.c      | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\int.c          | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\ipl10.nas      | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\keyboard.c     | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\make.bat       | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\memory.c       | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\mouse.c        | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\mtask.c        | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\naskfunc.nas   | nasm          |        184 |          2 |         26 |        212 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\sheet.c        | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\timer.c        | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day19\d_RestructureToConsole\window.c       | C             |         93 |          0 |          5 |         98 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\!cons_9x.bat       | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\!cons_nt.bat       | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\Makefile           | Makefile      |         70 |          5 |         27 |        102 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\asmhead.nas        | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\bootpack.c         | C             |        311 |         12 |         14 |        337 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\bootpack.h         | C++           |        232 |         16 |         17 |        265 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\console.c          | C             |        342 |          8 |          9 |        359 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\dsctbl.c           | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\fifo.c             | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\file.c             | C             |         35 |          0 |          3 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\graphic.c          | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\hlt.nas            | nasm          |          4 |          0 |          0 |          4 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\int.c              | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\ipl10.nas          | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\keyboard.c         | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\make.bat           | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\memory.c           | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\mouse.c            | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\mtask.c            | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\naskfunc.nas       | nasm          |        184 |          2 |         27 |        213 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\sheet.c            | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\timer.c            | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day19\e_FirstApplication\window.c           | C             |         93 |          0 |          5 |         98 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\dsar.bat                      | Batch         |         19 |          0 |          4 |         23 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\esart5.bat                    | Batch         |         13 |          0 |          6 |         19 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\guigui00.h           | C++           |        476 |         18 |         93 |        587 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\stdlib.h             | C++           |         24 |          1 |         10 |         35 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\guigui00\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\errno.h              | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\float.h              | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\limits.h             | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\math.h               | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\setjmp.h             | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\stdarg.h             | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\stddef.h             | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\stdio.h              | C++           |         15 |          1 |          9 |         25 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\haribote\string.h             | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\osa_qemu\Makefile             | Makefile      |         17 |          0 |          5 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\osa_qemu\manual.bat           | Batch         |          9 |          0 |          0 |          9 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\qemu\Makefile                 | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\qemu\qemu-win.bat             | Batch         |          4 |          0 |          0 |          4 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\qemu_9x\Makefile              | Makefile      |          2 |          0 |          1 |          3 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\errno.h                 | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\float.h                 | C++           |         19 |          1 |          7 |         27 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\limits.h                | C++           |         18 |          1 |          5 |         24 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\math.h                  | C++           |         32 |          1 |         10 |         43 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\setjmp.h                | C++           |         12 |          1 |          8 |         21 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\stdarg.h                | C++           |         14 |          1 |          7 |         22 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\stddef.h                | C++           |         10 |          1 |          7 |         18 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\stdio.h                 | C++           |         53 |          4 |         11 |         68 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\stdlib.h                | C++           |         29 |          1 |         11 |         41 |
| d:\workstation\OS_SelfMake\Assembler\day19\z_tools\win32\string.h                | C++           |         29 |          1 |          9 |         39 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\!cons_9x.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\!cons_nt.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\Makefile              | Makefile      |         70 |          5 |         27 |        102 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\asmhead.nas           | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\bootpack.c            | C             |        311 |         12 |         14 |        337 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\bootpack.h            | C++           |        245 |         16 |         16 |        277 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\console.c             | C             |        311 |          7 |         11 |        329 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\dsctbl.c              | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\fifo.c                | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\file.c                | C             |         84 |          0 |          3 |         87 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\graphic.c             | C             |        140 |          4 |         14 |        158 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\hlt.nas               | nasm          |          4 |          0 |          0 |          4 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\int.c                 | C             |         23 |          7 |          8 |         38 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\ipl10.nas             | nasm          |         86 |          6 |         18 |        110 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\keyboard.c            | C             |         34 |          4 |          7 |         45 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\make.bat              | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\memory.c              | C             |        124 |         23 |         16 |        163 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\mouse.c               | C             |         60 |         10 |          7 |         77 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\mtask.c               | C             |        194 |          4 |          8 |        206 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\naskfunc.nas          | nasm          |        184 |          2 |         27 |        213 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\sheet.c               | C             |        194 |          8 |         15 |        217 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\timer.c               | C             |        116 |          5 |         11 |        132 |
| d:\workstation\OS_SelfMake\Assembler\day20\a_MakeupProgram\window.c              | C             |         93 |          0 |          5 |         98 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\!cons_9x.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\!cons_nt.bat          | Batch         |          1 |          0 |          0 |          1 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\Makefile              | Makefile      |         70 |          5 |         27 |        102 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\asmhead.nas           | nasm          |        134 |         29 |         40 |        203 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\bootpack.c            | C             |        311 |         12 |         14 |        337 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\bootpack.h            | C++           |        245 |         16 |         16 |        277 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\console.c             | C             |        306 |          7 |         12 |        325 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\dsctbl.c              | C             |         45 |          4 |          9 |         58 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\fifo.c                | C             |         56 |          7 |          7 |         70 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\file.c                | C             |         84 |          0 |          3 |         87 |
| d:\workstation\OS_SelfMake\Assembler\day20\b_putcharAPI(1)\graphic.c             | C             |        140 |          4 |         14 |        158 |
